edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica,estado_civil,horas_suenho,enfermedades_cronicas,consumo_alcohol,uso_transporte
31.3,Antofagasta,82.0,1154000.0,Femenino,Universitaria,No,Baja,Casado/a,7.5,No,Nunca,Privado
48.8,La Serena,66.6,993000.0,Masculino,Técnica,No,Alta,Casado/a,9.3,No,Frecuente,Público
65.0,Concepción,79.1,761000.0,Femenino,Básica,No,Alta,Casado/a,8.3,No,Ocasional,Público
45.9,Concepción,66.5,877000.0,Femenino,Media,No,Alta,Separado/a,3.7,No,Frecuente,Bicicleta/Pie
22.1,Valparaíso,69.3,650000.0,Masculino,Básica,No,Media,Separado/a,6.5,No,Nunca,Público
46.7,Santiago,75.9,835000.0,Femenino,Técnica,Sí,Media,Casado/a,5.1,No,Nunca,Público
57.9,La Serena,73.5,818000.0,Masculino,Técnica,No,Baja,Casado/a,9.2,No,Nunca,Privado
30.9,Puerto Montt,46.1,1042000.0,Femenino,Universitaria,No,Baja,Separado/a,8.2,No,Ocasional,Privado
38.0,Concepción,56.5,1042000.0,Femenino,,No,Baja,,7.2,,Frecuente,Privado
40.2,Concepción,81.2,923000.0,,,,Media,Viudo/a,6.4,No,Ocasional,Privado
28.2,La Serena,68.4,709000.0,Femenino,Técnica,Sí,Media,Casado/a,7.6,Sí,Nunca,
49.7,Antofagasta,63.7,,Femenino,Técnica,No,Alta,Soltero/a,5.6,No,Ocasional,Privado
38.2,Antofagasta,53.7,777000.0,Masculino,Media,No,Media,Viudo/a,,No,Nunca,Privado
46.3,Santiago,57.0,530000.0,Masculino,Media,Sí,,Soltero/a,6.8,No,Ocasional,Bicicleta/Pie
26.7,Valdivia,45.7,699000.0,Femenino,,Sí,Alta,Viudo/a,5.8,No,Ocasional,Privado
33.4,Valparaíso,68.8,821000.0,Masculino,Universitaria,No,Media,Casado/a,8.0,No,Frecuente,Privado
,Concepción,62.8,1028000.0,Femenino,Media,No,Alta,Soltero/a,,No,Frecuente,
34.4,Valdivia,58.4,754000.0,Masculino,Técnica,,Alta,Separado/a,4.9,No,Nunca,Privado
65.9,Valdivia,69.2,498000.0,Femenino,Universitaria,No,,Viudo/a,8.4,No,Frecuente,Privado
34.0,Valparaíso,74.4,814000.0,Masculino,Media,No,Alta,Soltero/a,5.8,No,,Público
43.4,Valdivia,95.1,828000.0,Masculino,Básica,No,Media,Viudo/a,7.9,Sí,Ocasional,Público
54.0,Valdivia,,846000.0,Masculino,Técnica,Sí,Media,Casado/a,6.1,No,Nunca,Privado
18.7,Antofagasta,83.9,,Masculino,Universitaria,Sí,Alta,Soltero/a,6.6,No,Ocasional,Privado
13.6,Antofagasta,81.7,1055000.0,Masculino,Media,No,Baja,Soltero/a,6.7,Sí,Ocasional,Privado
17.1,Temuco,60.7,651000.0,Masculino,Universitaria,No,,Soltero/a,9.0,No,Frecuente,Bicicleta/Pie
,Puerto Montt,,646000.0,Masculino,Media,No,Media,Viudo/a,6.9,Sí,Frecuente,Privado
31.7,Santiago,64.5,540000.0,Masculino,Básica,Sí,Baja,Separado/a,6.5,No,Nunca,
78.4,Valdivia,72.2,975000.0,Masculino,Técnica,No,Alta,Separado/a,6.9,Sí,Frecuente,Bicicleta/Pie
31.5,Temuco,88.1,1162000.0,Femenino,Básica,Sí,Media,Separado/a,9.8,No,Ocasional,Privado
42.8,Puerto Montt,77.3,721000.0,Masculino,Técnica,Sí,Alta,Casado/a,,Sí,Frecuente,
63.1,Temuco,76.1,740000.0,Femenino,,No,Alta,Soltero/a,6.1,No,Nunca,Privado
70.1,Temuco,64.8,1167000.0,Masculino,Universitaria,Sí,,Separado/a,9.2,No,Nunca,Privado
70.9,Santiago,52.2,926000.0,Femenino,Media,No,Alta,Separado/a,7.3,No,Ocasional,Público
58.1,Santiago,67.5,909000.0,Femenino,,Sí,Media,Soltero/a,5.7,,Ocasional,Público
55.4,La Serena,84.5,,,Básica,No,Baja,Casado/a,7.6,No,Frecuente,Privado
48.9,Valparaíso,51.7,970000.0,Masculino,Básica,No,Media,Viudo/a,6.8,No,,Privado
51.7,Valparaíso,57.3,568000.0,Femenino,Universitaria,Sí,Baja,Viudo/a,3.0,Sí,Ocasional,Bicicleta/Pie
,La Serena,71.5,516000.0,Femenino,Universitaria,,Alta,Viudo/a,7.5,Sí,Frecuente,Público
27.7,La Serena,58.2,713000.0,Masculino,Universitaria,Sí,Baja,Soltero/a,5.4,Sí,Frecuente,Bicicleta/Pie
39.9,Antofagasta,60.5,654000.0,Masculino,Técnica,No,Alta,Casado/a,5.1,No,Frecuente,Bicicleta/Pie
37.4,Puerto Montt,64.9,745000.0,Masculino,Básica,Sí,,Soltero/a,4.1,No,Ocasional,
33.2,Temuco,53.6,440000.0,Femenino,Técnica,Sí,Media,Viudo/a,7.2,No,Ocasional,Bicicleta/Pie
50.4,Valdivia,58.3,1040000.0,Masculino,Básica,No,Baja,Separado/a,6.8,No,Frecuente,Público
54.3,La Serena,78.4,1082000.0,Masculino,Básica,No,Alta,Separado/a,8.4,No,Frecuente,Público
41.3,Concepción,54.3,313000.0,Masculino,Media,Sí,Alta,Separado/a,5.8,Sí,Ocasional,Público
62.2,Valparaíso,50.8,1045000.0,Masculino,Básica,Sí,,Viudo/a,6.3,Sí,Nunca,Privado
22.9,La Serena,62.4,597000.0,Masculino,Universitaria,Sí,Alta,,10.0,No,Frecuente,Bicicleta/Pie
37.1,Concepción,78.8,1014000.0,Femenino,Universitaria,No,Alta,,4.0,Sí,Nunca,Privado
,Concepción,67.6,783000.0,Femenino,Universitaria,No,,Soltero/a,8.8,No,Nunca,Público
12.0,Concepción,64.4,807000.0,Masculino,Media,Sí,Media,Casado/a,5.8,Sí,Ocasional,Público
38.8,Antofagasta,70.5,754000.0,Masculino,Media,No,Media,Separado/a,,No,Ocasional,Privado
38.2,Antofagasta,49.1,1103000.0,Femenino,Técnica,Sí,Media,Casado/a,8.1,No,Nunca,Bicicleta/Pie
62.7,Valdivia,75.9,490000.0,Masculino,Básica,Sí,Alta,Casado/a,6.1,No,Ocasional,Público
49.5,Valdivia,74.6,952000.0,Femenino,Básica,No,Media,Viudo/a,4.9,No,Nunca,Bicicleta/Pie
24.6,Concepción,,1075000.0,Masculino,Universitaria,,Alta,Casado/a,7.6,No,Nunca,Bicicleta/Pie
67.8,Puerto Montt,82.1,979000.0,Femenino,Universitaria,Sí,Alta,Viudo/a,4.1,Sí,Ocasional,Público
58.3,Antofagasta,56.5,1381000.0,Femenino,Universitaria,No,Baja,Soltero/a,8.0,Sí,Ocasional,Privado
48.7,Temuco,83.5,668000.0,Masculino,Universitaria,Sí,,Casado/a,4.9,Sí,Frecuente,Bicicleta/Pie
,Concepción,71.9,,Femenino,Universitaria,Sí,Media,Casado/a,5.5,No,Ocasional,Privado
25.6,Temuco,66.0,773000.0,Masculino,,No,,Casado/a,3.0,No,Frecuente,Bicicleta/Pie
34.4,Temuco,69.8,1108000.0,Femenino,Básica,Sí,Alta,Separado/a,7.2,Sí,Ocasional,Bicicleta/Pie
56.3,Concepción,68.7,798000.0,Masculino,Media,Sí,Media,Viudo/a,7.4,No,Ocasional,Público
68.3,Valparaíso,84.6,703000.0,Masculino,Universitaria,No,Alta,Viudo/a,7.0,No,Ocasional,
63.1,Puerto Montt,,1127000.0,Masculino,Básica,No,Baja,Separado/a,4.4,No,Ocasional,Bicicleta/Pie
32.7,Concepción,,677000.0,Femenino,Universitaria,No,Alta,Viudo/a,9.2,No,Nunca,Privado
23.2,Valdivia,82.4,447000.0,Masculino,Técnica,Sí,Alta,Soltero/a,6.8,No,Ocasional,
42.1,Concepción,62.9,671000.0,Masculino,Técnica,No,Baja,Separado/a,6.2,No,Nunca,
13.5,Antofagasta,80.8,955000.0,Masculino,Básica,Sí,,Viudo/a,8.2,No,Ocasional,Privado
44.8,Concepción,90.4,1148000.0,Femenino,Media,No,Baja,Soltero/a,6.3,No,Ocasional,Público
,Valparaíso,65.2,828000.0,Masculino,Técnica,Sí,Baja,Viudo/a,7.7,Sí,Nunca,Bicicleta/Pie
33.0,Antofagasta,78.2,1130000.0,Femenino,Técnica,Sí,Alta,Separado/a,5.8,Sí,Ocasional,Bicicleta/Pie
16.1,Valdivia,56.2,460000.0,Femenino,Media,No,,Viudo/a,,No,,Bicicleta/Pie
47.7,Santiago,79.1,689000.0,Femenino,Técnica,Sí,Baja,Soltero/a,8.2,Sí,Frecuente,Bicicleta/Pie
32.0,Santiago,72.4,728000.0,Masculino,Universitaria,Sí,Media,Soltero/a,6.3,No,Ocasional,Público
22.5,Temuco,75.7,771000.0,Masculino,Media,No,Baja,Soltero/a,7.2,No,Frecuente,Público
-3.1,Puerto Montt,62.3,821000.0,Femenino,Técnica,Sí,Media,Viudo/a,7.0,No,Frecuente,Bicicleta/Pie
39.6,Temuco,50.1,,Masculino,Media,Sí,Baja,Separado/a,6.8,Sí,,Privado
66.6,Valparaíso,76.0,689000.0,Masculino,,Sí,Baja,Viudo/a,5.2,No,Frecuente,Público
64.9,La Serena,45.2,835000.0,Femenino,Técnica,No,,Casado/a,5.4,No,Nunca,Privado
33.1,Valdivia,66.2,789000.0,Femenino,Básica,,Baja,Separado/a,6.4,Sí,Nunca,Privado
31.0,Puerto Montt,81.3,569000.0,Masculino,Técnica,No,Alta,Casado/a,7.1,No,Nunca,Privado
47.0,Valdivia,,772000.0,Femenino,Técnica,No,Baja,Viudo/a,5.7,Sí,Frecuente,Bicicleta/Pie
25.0,Santiago,,,Masculino,Universitaria,No,Alta,Separado/a,7.0,No,Frecuente,Público
44.5,Temuco,82.3,759000.0,Femenino,Básica,No,,Casado/a,3.6,Sí,Nunca,Bicicleta/Pie
51.5,Valdivia,62.2,808000.0,Masculino,Básica,No,Media,Viudo/a,7.0,No,Frecuente,Privado
58.4,Santiago,70.3,819000.0,Masculino,Básica,No,Alta,Separado/a,7.1,No,Nunca,Bicicleta/Pie
38.5,Valparaíso,69.4,692000.0,Femenino,Universitaria,Sí,Baja,Soltero/a,8.2,No,Nunca,Privado
36.9,Valparaíso,51.0,1118000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,9.1,No,Nunca,Bicicleta/Pie
,La Serena,58.7,508000.0,,,Sí,,Soltero/a,8.0,No,Frecuente,Bicicleta/Pie
27.6,Valdivia,63.3,620000.0,Femenino,Universitaria,Sí,Media,Casado/a,9.7,Sí,Nunca,Público
36.6,La Serena,,1495000.0,Masculino,Universitaria,No,Alta,Casado/a,7.0,No,Ocasional,Público
45.5,Antofagasta,70.6,541000.0,Masculino,Básica,Sí,Baja,Viudo/a,7.1,Sí,Nunca,Privado
53.7,Puerto Montt,67.0,462000.0,Masculino,Media,Sí,Alta,Soltero/a,8.2,No,Nunca,Privado
28.0,Valdivia,49.9,984000.0,Femenino,Universitaria,Sí,Media,Casado/a,6.8,No,Ocasional,Privado
62.4,Valparaíso,74.9,281000.0,Femenino,Media,Sí,Baja,Soltero/a,6.5,No,Frecuente,Bicicleta/Pie
35.9,Temuco,78.6,741000.0,Femenino,Técnica,Sí,Media,Viudo/a,9.1,Sí,Nunca,Privado
39.7,Santiago,72.7,1336000.0,Femenino,Técnica,,Alta,Separado/a,8.1,Sí,,Público
28.8,Concepción,66.1,414000.0,Femenino,Universitaria,No,Alta,Casado/a,8.0,No,Frecuente,Privado
3.6,La Serena,77.1,305000.0,Masculino,Técnica,Sí,Media,Casado/a,5.7,No,Ocasional,
53.3,Concepción,78.2,425000.0,Masculino,Media,Sí,Media,Separado/a,8.4,No,Nunca,Bicicleta/Pie
51.1,Valdivia,73.7,1025000.0,Masculino,Técnica,Sí,Baja,Casado/a,7.1,No,Ocasional,Público
35.8,Temuco,60.1,1081000.0,Femenino,Técnica,Sí,,Viudo/a,5.5,Sí,Frecuente,Privado
41.0,La Serena,73.3,672000.0,Masculino,Media,No,Media,Casado/a,8.0,No,Nunca,Público
47.7,Concepción,84.3,971000.0,Femenino,Técnica,Sí,Alta,Casado/a,5.2,Sí,,Privado
16.6,Puerto Montt,62.8,1148000.0,Masculino,Universitaria,No,Alta,Separado/a,3.4,Sí,Frecuente,
32.1,Temuco,95.2,1247000.0,Femenino,Media,Sí,Media,Viudo/a,4.3,Sí,,Privado
51.9,Santiago,63.7,738000.0,Masculino,Media,No,Media,Soltero/a,,No,Nunca,Privado
21.2,Puerto Montt,,225000.0,Masculino,Básica,No,Alta,Soltero/a,9.3,Sí,Nunca,Bicicleta/Pie
44.4,Temuco,61.9,595000.0,Femenino,Básica,No,Baja,Separado/a,7.5,No,Nunca,Bicicleta/Pie
19.7,Antofagasta,,693000.0,Masculino,Media,Sí,Baja,Viudo/a,6.8,Sí,Nunca,Público
47.0,La Serena,49.1,735000.0,Masculino,Media,Sí,Baja,Separado/a,9.0,Sí,Ocasional,Público
39.5,Valparaíso,63.4,753000.0,Femenino,Básica,No,Baja,Separado/a,7.8,No,,Público
15.8,Santiago,56.9,1080000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,8.5,No,Nunca,Público
57.5,Valdivia,71.6,1119000.0,Masculino,Técnica,Sí,Media,Viudo/a,8.5,No,Nunca,Bicicleta/Pie
29.0,Puerto Montt,81.9,757000.0,Femenino,,No,Baja,Viudo/a,6.5,No,Nunca,Público
,Puerto Montt,77.8,1075000.0,Femenino,Técnica,Sí,Alta,Separado/a,6.7,Sí,Ocasional,Privado
,Concepción,41.5,,Femenino,Media,No,Media,Soltero/a,5.7,No,Frecuente,Privado
57.2,La Serena,94.5,816000.0,Femenino,Universitaria,Sí,Baja,Viudo/a,8.2,No,Frecuente,Privado
24.8,Valdivia,73.5,1027000.0,Femenino,Básica,Sí,Media,Separado/a,5.2,No,Nunca,Bicicleta/Pie
40.9,Valparaíso,60.7,818000.0,Masculino,,No,Baja,Casado/a,5.7,No,Frecuente,Público
46.4,Temuco,71.9,1314000.0,Femenino,Universitaria,No,,Soltero/a,6.9,No,Ocasional,Privado
50.4,Valparaíso,72.1,440000.0,Femenino,Técnica,No,Baja,Viudo/a,7.2,Sí,Frecuente,Privado
42.6,La Serena,62.0,671000.0,Masculino,Básica,No,Baja,Viudo/a,,Sí,Nunca,Bicicleta/Pie
34.5,La Serena,72.4,768000.0,Masculino,Universitaria,Sí,Media,Viudo/a,6.9,No,Frecuente,Bicicleta/Pie
,Antofagasta,62.7,910000.0,Masculino,Básica,Sí,Media,Soltero/a,6.5,Sí,Ocasional,Bicicleta/Pie
41.3,Antofagasta,65.1,1117000.0,Masculino,Media,Sí,Media,Separado/a,8.1,No,Ocasional,Privado
23.9,Valparaíso,61.8,794000.0,Masculino,Técnica,No,Alta,,8.4,No,Frecuente,Bicicleta/Pie
,Temuco,52.8,444000.0,,Básica,Sí,Alta,Viudo/a,4.5,No,Frecuente,Privado
46.5,Valparaíso,71.8,1011000.0,Masculino,Media,Sí,Media,Soltero/a,8.6,No,Nunca,Público
53.6,La Serena,77.0,989000.0,Femenino,Media,Sí,Alta,Viudo/a,6.5,Sí,Nunca,Privado
4.6,La Serena,76.2,315000.0,Masculino,Media,No,Baja,Separado/a,9.4,,Nunca,Público
24.9,Concepción,79.8,799000.0,Femenino,Universitaria,No,Media,Casado/a,6.0,No,Frecuente,Privado
49.3,Antofagasta,73.9,402000.0,Masculino,Universitaria,Sí,Alta,Viudo/a,5.5,No,Ocasional,Público
70.9,Valdivia,63.6,634000.0,Femenino,Técnica,Sí,Media,Soltero/a,,No,Ocasional,Privado
40.3,Valdivia,80.1,574000.0,Femenino,Técnica,,Baja,Separado/a,10.2,No,Frecuente,Privado
29.1,Valdivia,53.7,1002000.0,Femenino,Media,No,Baja,Casado/a,4.6,No,Ocasional,Privado
37.3,Concepción,59.2,829000.0,Femenino,Técnica,No,Alta,Soltero/a,,No,Ocasional,Privado
60.6,Santiago,58.4,479000.0,Femenino,Universitaria,No,Baja,Viudo/a,7.8,Sí,Frecuente,Bicicleta/Pie
30.3,Valdivia,83.0,1020000.0,Femenino,Técnica,Sí,Media,Soltero/a,7.0,No,Ocasional,Privado
28.0,La Serena,81.3,442000.0,Femenino,Básica,No,Alta,Casado/a,10.1,No,Frecuente,
32.8,Concepción,,883000.0,Femenino,Universitaria,Sí,Media,Separado/a,4.1,Sí,Nunca,Bicicleta/Pie
25.7,Valparaíso,82.9,596000.0,Femenino,Media,No,Media,,8.7,Sí,Ocasional,Bicicleta/Pie
41.8,Antofagasta,59.4,709000.0,Femenino,Media,Sí,Media,Viudo/a,8.5,No,Frecuente,Bicicleta/Pie
64.4,Antofagasta,74.2,926000.0,Masculino,,Sí,Baja,Viudo/a,8.8,Sí,Ocasional,Bicicleta/Pie
44.8,Temuco,68.5,930000.0,Femenino,,,Media,Viudo/a,8.6,Sí,Ocasional,Bicicleta/Pie
,Valparaíso,80.2,1134000.0,Femenino,Media,Sí,,,7.4,No,Nunca,Bicicleta/Pie
35.6,Temuco,68.6,779000.0,Masculino,Media,Sí,Media,Casado/a,6.5,Sí,Frecuente,
16.6,Concepción,65.4,877000.0,Femenino,Universitaria,Sí,Baja,Viudo/a,6.1,Sí,Nunca,Bicicleta/Pie
,Puerto Montt,76.5,691000.0,Femenino,Universitaria,No,Baja,Soltero/a,7.9,No,Ocasional,Bicicleta/Pie
,Valdivia,,845000.0,Masculino,Media,No,Baja,,7.0,No,Ocasional,Bicicleta/Pie
37.3,Santiago,62.0,910000.0,Masculino,,No,Media,Casado/a,6.7,No,Ocasional,Bicicleta/Pie
87.9,Valparaíso,69.3,775000.0,Femenino,Técnica,Sí,Media,Viudo/a,6.2,No,Frecuente,Público
44.5,Valparaíso,57.3,349000.0,Masculino,Técnica,Sí,Baja,Casado/a,,No,Nunca,Privado
28.7,Valparaíso,,883000.0,,Básica,Sí,Media,Soltero/a,8.2,No,Frecuente,Privado
33.6,Temuco,72.4,891000.0,Femenino,Universitaria,Sí,Baja,Casado/a,7.0,Sí,Ocasional,Bicicleta/Pie
57.2,Concepción,77.3,630000.0,Femenino,Media,No,Media,Casado/a,8.8,Sí,Nunca,Bicicleta/Pie
,Valparaíso,73.1,,Masculino,Básica,Sí,Baja,Soltero/a,5.0,No,Ocasional,Público
18.4,Puerto Montt,46.6,1169000.0,Femenino,Técnica,,Baja,Soltero/a,,No,Nunca,Bicicleta/Pie
53.8,Valparaíso,65.8,923000.0,Femenino,Básica,Sí,Alta,Casado/a,5.5,No,,Público
,Antofagasta,43.4,743000.0,Masculino,Media,No,Media,Separado/a,8.8,No,Frecuente,Privado
68.1,Valdivia,86.4,,Femenino,,Sí,Media,Casado/a,8.9,No,Frecuente,Privado
56.2,Santiago,57.0,595000.0,Femenino,,No,Alta,Soltero/a,4.9,Sí,Frecuente,Bicicleta/Pie
33.3,Valdivia,85.1,1126000.0,Femenino,Técnica,No,Baja,Soltero/a,5.9,,Frecuente,
59.2,Antofagasta,81.4,834000.0,Femenino,Técnica,Sí,Baja,Soltero/a,5.9,No,Nunca,Público
41.0,Antofagasta,59.2,662000.0,Femenino,Básica,,Alta,Separado/a,8.9,No,Nunca,Privado
52.8,Santiago,56.4,927000.0,Femenino,Técnica,Sí,Alta,Soltero/a,6.1,Sí,,Privado
47.3,Puerto Montt,74.2,596000.0,Masculino,Básica,Sí,Baja,Viudo/a,8.0,No,Nunca,Público
27.3,Concepción,59.9,1175000.0,Femenino,Media,,Media,Viudo/a,6.0,,Ocasional,Público
,Antofagasta,71.2,1138000.0,Femenino,Media,No,Alta,Separado/a,8.6,Sí,Frecuente,Privado
55.4,Concepción,64.2,683000.0,Masculino,Media,No,Alta,Soltero/a,8.8,No,Nunca,Público
35.0,Antofagasta,48.6,643000.0,Femenino,Media,No,Alta,Soltero/a,,No,Nunca,Privado
33.9,La Serena,43.2,145000.0,Femenino,Media,,Alta,Viudo/a,6.7,No,Frecuente,Público
,Santiago,72.7,,Masculino,Básica,No,Alta,Viudo/a,7.0,Sí,Frecuente,Bicicleta/Pie
46.4,Antofagasta,63.3,465000.0,Masculino,Media,No,Alta,Casado/a,6.8,Sí,Frecuente,
70.9,La Serena,63.4,834000.0,,Básica,No,,Separado/a,7.0,No,Ocasional,Público
24.0,Valdivia,78.4,718000.0,Masculino,Media,No,Baja,Casado/a,6.4,No,Ocasional,Privado
40.4,Temuco,84.1,464000.0,Masculino,Básica,No,Alta,Separado/a,8.6,No,Nunca,Público
61.2,La Serena,,730000.0,Masculino,Básica,,Baja,,5.9,No,Frecuente,Bicicleta/Pie
38.8,Valparaíso,65.9,926000.0,Masculino,Básica,Sí,Media,Soltero/a,6.8,Sí,Nunca,Bicicleta/Pie
46.8,Antofagasta,76.0,932000.0,,Técnica,,Media,Separado/a,7.3,No,Frecuente,
24.1,La Serena,53.7,325000.0,Femenino,Básica,No,Alta,Casado/a,7.7,No,Frecuente,Privado
46.4,Concepción,72.7,768000.0,,Básica,Sí,Media,Viudo/a,5.2,No,Frecuente,Bicicleta/Pie
37.2,Temuco,76.6,454000.0,Masculino,Media,No,Media,Separado/a,6.6,,Frecuente,Privado
54.8,Puerto Montt,78.2,1025000.0,Femenino,Básica,No,Baja,Separado/a,7.0,No,Frecuente,Bicicleta/Pie
,Antofagasta,46.8,996000.0,,Básica,Sí,,Separado/a,8.2,No,Ocasional,Privado
78.8,Valparaíso,60.9,575000.0,Femenino,Universitaria,No,Baja,Soltero/a,6.7,Sí,Nunca,Bicicleta/Pie
48.7,Puerto Montt,59.5,608000.0,Femenino,Técnica,Sí,,Separado/a,6.8,Sí,Frecuente,
44.9,La Serena,71.2,685000.0,Femenino,Universitaria,No,,Soltero/a,7.2,Sí,Ocasional,
42.9,Puerto Montt,75.8,237000.0,Femenino,Media,No,Alta,Viudo/a,8.6,No,Ocasional,Privado
34.7,Puerto Montt,88.0,884000.0,Masculino,Técnica,Sí,Baja,Viudo/a,3.9,No,Frecuente,Bicicleta/Pie
45.1,Temuco,64.1,732000.0,Masculino,Técnica,Sí,Media,Casado/a,7.2,No,Frecuente,
35.6,Valdivia,64.0,1043000.0,Femenino,Universitaria,Sí,Baja,Soltero/a,8.8,No,Ocasional,Público
42.5,Puerto Montt,83.8,525000.0,Masculino,,Sí,Media,Viudo/a,5.8,No,Frecuente,Bicicleta/Pie
59.8,Puerto Montt,73.6,645000.0,Masculino,Universitaria,Sí,Baja,Viudo/a,5.9,Sí,Ocasional,Bicicleta/Pie
24.9,Antofagasta,85.2,423000.0,,Básica,Sí,Alta,Casado/a,,No,Frecuente,Privado
57.1,Valdivia,73.5,549000.0,Masculino,,No,Baja,Casado/a,6.5,No,Ocasional,Público
59.8,Temuco,56.1,505000.0,Masculino,Técnica,No,Alta,Casado/a,6.5,,Frecuente,Bicicleta/Pie
38.2,Valparaíso,54.0,1049000.0,Masculino,Técnica,No,Baja,Soltero/a,7.4,No,Ocasional,Bicicleta/Pie
8.2,La Serena,51.4,625000.0,Masculino,Media,No,Baja,Separado/a,3.0,No,Nunca,Privado
30.9,Temuco,77.9,831000.0,Femenino,Media,Sí,Baja,Soltero/a,4.3,No,Frecuente,Privado
59.5,Temuco,84.3,705000.0,Femenino,Media,No,Media,Casado/a,7.9,No,Frecuente,Privado
39.7,Santiago,92.2,483000.0,Masculino,Media,No,,Separado/a,6.6,No,Ocasional,Privado
25.0,Temuco,80.1,758000.0,Femenino,Técnica,Sí,Alta,Viudo/a,6.8,No,,
32.4,Valdivia,84.0,950000.0,Femenino,Media,No,Alta,Soltero/a,6.0,No,Nunca,Bicicleta/Pie
52.6,Santiago,63.0,498000.0,Femenino,Universitaria,Sí,Media,Casado/a,6.6,No,,Bicicleta/Pie
48.2,La Serena,56.1,1002000.0,Masculino,,Sí,Alta,Casado/a,8.8,No,Ocasional,Privado
36.4,Puerto Montt,80.2,588000.0,Masculino,Técnica,Sí,Alta,Separado/a,7.2,No,Ocasional,Bicicleta/Pie
34.5,Antofagasta,75.0,679000.0,Femenino,Media,No,Media,Soltero/a,8.6,Sí,Frecuente,Público
34.1,Antofagasta,71.3,933000.0,Femenino,Técnica,Sí,Media,,6.8,No,Ocasional,Público
26.2,La Serena,74.6,634000.0,Masculino,Media,No,Media,Viudo/a,7.0,No,Nunca,Bicicleta/Pie
64.2,La Serena,73.9,809000.0,Femenino,Técnica,No,,Separado/a,7.5,No,Nunca,Privado
35.2,Valdivia,85.4,721000.0,Masculino,Media,No,Baja,Separado/a,7.8,No,Frecuente,Público
58.3,Concepción,85.5,832000.0,Femenino,Básica,Sí,Media,Viudo/a,5.7,No,Nunca,Bicicleta/Pie
62.8,Puerto Montt,76.5,205000.0,,Media,Sí,Alta,Separado/a,7.0,No,Ocasional,Público
,La Serena,80.1,343000.0,Masculino,Universitaria,Sí,Baja,Separado/a,6.0,No,Frecuente,Público
33.5,Temuco,76.2,954000.0,Masculino,Técnica,No,Baja,Soltero/a,9.3,,Frecuente,Público
46.1,Valdivia,64.5,1059000.0,Masculino,Técnica,No,Alta,Separado/a,4.4,No,Frecuente,Público
39.6,Antofagasta,79.1,572000.0,Femenino,,Sí,Baja,Casado/a,7.9,No,Ocasional,Bicicleta/Pie
26.4,Valparaíso,53.3,739000.0,Masculino,Universitaria,No,Alta,Casado/a,5.8,No,Frecuente,Público
44.9,Valdivia,82.6,874000.0,Femenino,Básica,,Baja,Casado/a,5.3,No,Frecuente,Bicicleta/Pie
22.3,Antofagasta,55.7,973000.0,,Técnica,Sí,Baja,Separado/a,6.5,No,Nunca,Público
57.8,Santiago,73.4,,Masculino,Básica,No,Alta,Viudo/a,8.9,No,Nunca,Público
33.0,Valdivia,59.9,578000.0,Femenino,Técnica,No,Alta,Casado/a,6.0,Sí,Frecuente,Público
43.0,Antofagasta,76.6,717000.0,Femenino,Técnica,Sí,Alta,Soltero/a,4.3,No,Ocasional,Bicicleta/Pie
44.2,Concepción,,976000.0,Femenino,Básica,No,,Separado/a,5.6,Sí,Ocasional,
36.1,Valdivia,50.9,1425000.0,Masculino,Técnica,Sí,,Viudo/a,7.2,No,Ocasional,
48.8,Valdivia,,743000.0,Masculino,Técnica,Sí,Media,Viudo/a,,,Ocasional,Privado
32.9,Puerto Montt,63.1,448000.0,,Básica,No,Alta,Separado/a,8.1,,Nunca,
53.1,La Serena,80.6,901000.0,Masculino,Media,Sí,Media,,4.6,No,Ocasional,Privado
19.8,Puerto Montt,70.0,1130000.0,Femenino,Básica,No,Alta,Soltero/a,,No,Ocasional,Bicicleta/Pie
41.9,Valdivia,74.7,827000.0,,Técnica,Sí,,Separado/a,8.2,No,Frecuente,Público
69.1,La Serena,58.5,573000.0,Masculino,Universitaria,No,Baja,Separado/a,6.2,No,Ocasional,Público
25.0,Antofagasta,62.9,1039000.0,Masculino,Media,,Alta,Viudo/a,5.0,No,Ocasional,Privado
29.8,Valparaíso,64.5,966000.0,Femenino,Universitaria,Sí,Alta,Casado/a,6.9,Sí,Ocasional,Privado
47.7,Valparaíso,80.3,543000.0,Masculino,Media,No,Alta,Casado/a,6.3,No,Ocasional,Público
42.7,Valdivia,90.1,895000.0,Femenino,Universitaria,,Alta,Viudo/a,8.8,Sí,Nunca,Bicicleta/Pie
45.3,Concepción,60.3,1049000.0,Femenino,Media,Sí,Baja,Separado/a,8.2,No,Frecuente,Privado
47.3,Santiago,82.9,1095000.0,Masculino,Básica,No,Alta,Soltero/a,7.8,No,Nunca,Público
49.5,Antofagasta,44.0,783000.0,Femenino,Media,Sí,,Casado/a,,Sí,,Privado
56.6,La Serena,55.7,710000.0,Femenino,Media,No,Alta,Separado/a,6.7,Sí,Frecuente,Bicicleta/Pie
46.1,Valdivia,58.5,1107000.0,Masculino,Media,,Baja,Casado/a,6.7,Sí,Frecuente,Privado
36.4,Antofagasta,53.8,497000.0,Femenino,Técnica,Sí,Media,Viudo/a,4.4,No,Frecuente,Público
